speaker,numSpeeches,interrupted,avgWordsPerSpeech,avgWordLen,avgSentLen,sentiment
Trump,129,20,53.48837209302326,3.987246376811594,11.11111111111111,-0.023173643410852707
Clinton,84,33,84.21428571428571,4.277919140514561,16.187643020594965,0.11417142857142858
Moderator,129,39,25.348837209302324,4.299694189602446,11.934306569343066,0.13856046511627904
